GEOID,assignment
060014001001,33
060014001002,33
060014002001,18
060014002002,18
060014003001,18
060014003002,18
060014003003,18
060014003004,18
060014004001,18
060014004002,18
060014004003,18
060014005001,18
060014005002,18
060014005003,18
060014006001,18
060014006002,18
060014007001,18
060014007002,18
060014007003,18
060014007004,18
060014008001,18
060014008002,18
060014008003,18
060014009001,18
060014009002,18
060014010001,18
060014010002,18
060014010003,18
060014010004,18
060014010005,18
060014010006,18
060014011001,18
060014011002,18
060014011003,18
060014011004,18
060014012001,18
060014012002,18
060014012003,18
060014013001,18
060014013002,18
060014013003,18
060014014001,18
060014014002,18
060014014003,18
060014015001,18
060014015002,18
060014015003,18
060014016001,18
060014016002,18
060014017001,18
060014017002,18
060014017003,18
060014018001,18
060014018002,18
060014022001,18
060014022002,18
060014022003,18
060014024001,18
060014024002,18
060014025001,18
060014025002,18
060014026001,18
060014027001,18
060014027002,18
060014028011,18
060014028012,18
060014028013,18
060014028021,18
060014028022,18
060014029001,18
060014029002,18
060014030001,18
060014030002,18
060014030003,18
060014031001,18
060014031002,18
060014033011,18
060014033012,18
060014033021,18
060014033022,18
060014033023,18
060014034011,18
060014034012,18
060014034013,18
060014034021,18
060014034022,18
060014035011,18
060014035012,18
060014035013,18
060014035014,18
060014035021,18
060014035022,18
060014036001,18
060014036002,18
060014036003,18
060014037011,18
060014037012,18
060014037021,18
060014037022,18
060014038001,18
060014038002,18
060014038003,18
060014038004,18
060014039001,18
060014039002,18
060014039003,18
060014040001,18
060014040002,18
060014040003,18
060014041011,18
060014041012,18
060014041013,18
060014041021,18
060014041022,18
060014042001,18
060014042002,18
060014042003,18
060014043001,18
060014043002,18
060014043003,18
060014044001,33
060014044002,33
060014044003,33
060014044004,33
060014045011,33
060014045021,33
060014045022,33
060014045023,33
060014045024,33
060014046001,33
060014046002,33
060014046003,33
060014046004,33
060014047001,18
060014047002,18
060014048001,18
060014048002,18
060014049001,18
060014049002,18
060014049003,18
060014049004,18
060014050001,18
060014050002,18
060014050003,18
060014051001,18
060014051002,18
060014051003,18
060014051004,18
060014051005,18
060014052001,18
060014052002,18
060014052003,18
060014052004,18
060014053011,18
060014053012,18
060014053013,18
060014053021,18
060014053022,18
060014054011,18
060014054012,18
060014054013,18
060014054021,18
060014054022,18
060014055001,18
060014055002,18
060014055003,18
060014055004,18
060014056001,18
060014056002,18
060014056003,18
060014057001,18
060014057002,18
060014057003,18
060014058001,18
060014058002,18
060014058003,18
060014058004,18
060014059011,18
060014059012,18
060014059013,18
060014059021,18
060014059022,18
060014060001,18
060014060002,18
060014060003,18
060014060004,18
060014061001,18
060014061002,18
060014061003,18
060014061004,18
060014062011,18
060014062012,18
060014062013,18
060014062014,18
060014062021,18
060014062022,18
060014062023,18
060014063001,18
060014063002,18
060014063003,18
060014063004,18
060014064001,18
060014064002,18
060014065001,18
060014065002,18
060014065003,18
060014065004,18
060014066011,18
060014066012,18
060014066013,18
060014066014,18
060014066021,18
060014066022,18
060014067001,33
060014067002,18
060014067003,18
060014067004,18
060014067005,18
060014068001,33
060014068002,33
060014068003,33
060014068004,18
060014069001,33
060014069002,18
060014069003,18
060014070001,18
060014070002,18
060014070003,18
060014070004,18
060014070005,18
060014071011,18
060014071012,18
060014071021,18
060014071022,18
060014071023,18
060014071024,18
060014072001,18
060014072002,18
060014072003,18
060014072004,18
060014073001,18
060014073002,18
060014074001,18
060014074002,18
060014074003,18
060014075001,18
060014075002,18
060014075003,18
060014076001,18
060014076002,18
060014076003,18
060014076004,18
060014076005,18
060014077001,18
060014077002,18
060014077003,18
060014077004,18
060014078001,18
060014078002,18
060014079001,18
060014079002,18
060014079003,18
060014080001,33
060014080002,33
060014081001,33
060014081002,33
060014081003,33
060014081004,33
060014081005,33
060014082001,18
060014082002,18
060014082003,18
060014083001,18
060014083002,33
060014083003,33
060014083004,33
060014083005,33
060014084001,33
060014084002,33
060014084003,33
060014085001,33
060014085002,33
060014085003,33
060014085004,33
060014085005,33
060014086001,18
060014086002,18
060014086003,18
060014086004,18
060014087001,18
060014087002,18
060014087003,18
060014087004,18
060014087005,18
060014087006,18
060014088001,18
060014088002,18
060014088003,18
060014088004,18
060014089001,33
060014089002,33
060014090001,33
060014090002,33
060014090003,33
060014091001,33
060014091002,33
060014092001,33
060014092002,33
060014093001,33
060014093002,33
060014093003,33
060014093004,33
060014094001,33
060014094002,33
060014094003,33
060014095001,33
060014095002,33
060014095003,33
060014096001,33
060014096002,33
060014096003,33
060014096004,33
060014096005,33
060014097001,33
060014097002,33
060014097003,33
060014097004,33
060014098001,33
060014098002,33
060014098003,33
060014099001,33
060014099002,33
060014099003,33
060014099004,33
060014100001,33
060014100002,33
060014100003,33
060014101001,33
060014101002,33
060014102001,33
060014102002,33
060014102003,33
060014103001,33
060014103002,33
060014103003,33
060014104001,33
060014104002,33
060014104003,33
060014105001,18
060014105002,18
060014201001,18
060014201002,18
060014201003,18
060014202001,18
060014202002,18
060014202003,18
060014203011,18
060014203021,18
060014203022,18
060014204011,18
060014204012,18
060014204021,18
060014204022,18
060014205001,18
060014205002,18
060014206001,18
060014206002,18
060014206003,18
060014211001,18
060014211002,18
060014212001,18
060014212002,18
060014212003,18
060014212004,18
060014213001,18
060014213002,18
060014213003,18
060014213004,18
060014214001,18
060014214002,18
060014215001,18
060014215002,18
060014215003,18
060014216001,18
060014216002,18
060014216003,18
060014216004,18
060014217001,18
060014217002,18
060014217003,18
060014218001,18
060014218002,18
060014219001,18
060014219002,18
060014219003,18
060014219004,18
060014220001,18
060014220002,18
060014221001,18
060014221002,18
060014222001,18
060014222002,18
060014222003,18
060014223001,18
060014223002,18
060014223003,18
060014224001,18
060014224002,18
060014224003,18
060014224004,18
060014225001,18
060014225002,18
060014225003,18
060014227001,18
060014227002,18
060014227003,18
060014227004,18
060014228001,18
060014228002,18
060014228003,18
060014228004,18
060014229011,18
060014229012,18
060014229021,18
060014229022,18
060014229023,18
060014230001,18
060014230002,18
060014230003,18
060014231001,18
060014231002,18
060014231003,18
060014231004,18
060014232001,18
060014232002,18
060014233001,18
060014233002,18
060014233003,18
060014234001,18
060014234002,18
060014234003,18
060014234004,18
060014235001,18
060014235002,18
060014235003,18
060014236011,18
060014236012,18
060014236021,18
060014236022,18
060014236023,18
060014237001,33
060014237002,18
060014237003,18
060014238001,33
060014238002,18
060014238003,18
060014239011,18
060014239012,18
060014239021,18
060014239022,18
060014240011,18
060014240012,18
060014240013,18
060014240014,18
060014240021,18
060014240022,18
060014251011,18
060014251012,18
060014251021,18
060014251022,18
060014251023,18
060014251031,18
060014251032,18
060014251033,18
060014251041,18
060014251042,18
060014251043,18
060014251044,18
060014251045,18
060014261001,33
060014261002,18
060014261003,18
060014261004,18
060014261005,33
060014261006,33
060014262001,33
060014262002,33
060014262003,18
060014271001,18
060014271002,18
060014271003,18
060014272001,18
060014272002,18
060014272003,18
060014272004,18
060014272005,18
060014273001,18
060014273002,18
060014273003,18
060014273004,18
060014273005,18
060014276001,18
060014276002,18
060014276003,18
060014277001,18
060014277002,18
060014277003,18
060014277004,18
060014278001,18
060014278002,18
060014278003,18
060014278004,18
060014278005,18
060014279001,18
060014279002,18
060014279003,18
060014279004,18
060014279005,18
060014280001,18
060014280002,18
060014280003,18
060014281001,18
060014281002,18
060014281003,18
060014281004,18
060014282001,18
060014282002,18
060014282003,18
060014282004,18
060014282005,18
060014283011,18
060014283012,18
060014283013,18
060014283014,18
060014283021,18
060014283022,18
060014283023,18
060014284001,18
060014284002,18
060014284003,18
060014285001,18
060014285002,18
060014285003,18
060014286001,18
060014286002,18
060014287001,18
060014287002,18
060014287003,18
060014301011,33
060014301012,33
060014301013,33
060014301014,33
060014301021,33
060014302001,33
060014302002,33
060014302003,33
060014302004,33
060014302005,33
060014303001,33
060014303002,33
060014303003,33
060014304001,33
060014304002,33
060014305001,33
060014305002,33
060014305003,21
060014306001,33
060014306002,21
060014306003,33
060014306004,33
060014307001,33
060014307002,33
060014307003,33
060014308001,33
060014308002,33
060014308003,33
060014308004,33
060014309001,33
060014309002,21
060014309003,21
060014310001,33
060014310002,21
060014311001,21
060014311002,21
060014312001,21
060014312002,21
060014312003,21
060014321001,33
060014321002,33
060014321003,33
060014322001,33
060014322002,33
060014322003,33
060014323001,33
060014323002,33
060014323003,33
060014324001,33
060014324002,33
060014324003,33
060014325011,33
060014325012,33
060014325013,33
060014325021,33
060014325022,33
060014325023,33
060014326011,33
060014326012,33
060014326021,33
060014326022,33
060014326023,33
060014327001,33
060014327002,33
060014327003,33
060014328001,33
060014328002,33
060014328003,33
060014330001,33
060014330002,33
060014330003,33
060014330004,33
060014331021,33
060014331022,18
060014331031,18
060014331032,33
060014331041,18
060014331042,33
060014331043,18
060014332001,18
060014332002,18
060014332003,18
060014332004,18
060014333001,18
060014333002,18
060014333003,18
060014333004,18
060014333005,18
060014334001,18
060014334002,18
060014334003,18
060014334004,18
060014334005,18
060014334006,18
060014335001,18
060014335002,18
060014335003,18
060014335004,18
060014336001,18
060014336002,18
060014336003,18
060014336004,18
060014337001,21
060014337002,21
060014337003,18
060014338011,33
060014338012,33
060014338021,21
060014338022,18
060014339001,21
060014339002,21
060014339003,21
060014339004,21
060014340001,21
060014340002,18
060014340003,21
060014351021,21
060014351022,21
060014351023,21
060014351031,33
060014351032,33
060014351033,33
060014351034,21
060014351041,21
060014351042,21
060014351043,21
060014351044,21
060014352001,33
060014352002,33
060014353001,21
060014353002,33
060014353003,33
060014354001,21
060014354002,21
060014354003,21
060014355001,21
060014355002,21
060014355003,21
060014356011,21
060014356012,21
060014356013,21
060014356021,21
060014356022,21
060014356023,21
060014356024,21
060014357001,21
060014357002,18
060014357003,21
060014357004,21
060014358001,18
060014358002,18
060014358003,18
060014358004,18
060014359001,18
060014359002,18
060014359003,18
060014359004,18
060014360001,18
060014360002,21
060014360003,21
060014361001,21
060014361002,21
060014361003,18
060014362001,21
060014362002,21
060014363011,21
060014363012,21
060014363021,21
060014363022,21
060014363023,21
060014364021,33
060014364022,33
060014364031,21
060014364032,21
060014364033,33
060014364034,21
060014364041,21
