GEOID,assignment
060014001001,1
060014001002,1
060014002001,1
060014002002,1
060014003001,1
060014003002,1
060014003003,1
060014003004,1
060014004001,1
060014004002,1
060014004003,1
060014005001,1
060014005002,1
060014005003,1
060014006001,1
060014006002,1
060014007001,1
060014007002,1
060014007003,1
060014007004,1
060014008001,1
060014008002,1
060014008003,1
060014009001,1
060014009002,1
060014010001,1
060014010002,1
060014010003,1
060014010004,1
060014010005,1
060014010006,1
060014011001,1
060014011002,1
060014011003,1
060014011004,1
060014012001,1
060014012002,1
060014012003,1
060014013001,1
060014013002,1
060014013003,1
060014014001,1
060014014002,1
060014014003,1
060014015001,1
060014015002,1
060014015003,1
060014016001,1
060014016002,1
060014017001,1
060014017002,1
060014017003,1
060014018001,1
060014018002,1
060014022001,1
060014022002,1
060014022003,1
060014024001,1
060014024002,1
060014025001,1
060014025002,1
060014026001,1
060014027001,1
060014027002,1
060014028011,1
060014028012,1
060014028013,1
060014028021,1
060014028022,1
060014029001,1
060014029002,1
060014030001,1
060014030002,1
060014030003,1
060014031001,1
060014031002,1
060014033011,1
060014033012,9
060014033021,9
060014033022,9
060014033023,9
060014034011,1
060014034012,1
060014034013,1
060014034021,1
060014034022,1
060014035011,1
060014035012,1
060014035013,1
060014035014,1
060014035021,1
060014035022,1
060014036001,1
060014036002,1
060014036003,1
060014037011,1
060014037012,1
060014037021,1
060014037022,1
060014038001,1
060014038002,1
060014038003,1
060014038004,1
060014039001,1
060014039002,1
060014039003,1
060014040001,1
060014040002,1
060014040003,1
060014041011,1
060014041012,1
060014041013,1
060014041021,1
060014041022,1
060014042001,1
060014042002,1
060014042003,1
060014043001,1
060014043002,1
060014043003,1
060014044001,1
060014044002,1
060014044003,1
060014044004,1
060014045011,1
060014045021,1
060014045022,1
060014045023,1
060014045024,1
060014046001,1
060014046002,1
060014046003,1
060014046004,1
060014047001,1
060014047002,1
060014048001,1
060014048002,1
060014049001,1
060014049002,1
060014049003,1
060014049004,1
060014050001,1
060014050002,1
060014050003,1
060014051001,1
060014051002,1
060014051003,1
060014051004,1
060014051005,1
060014052001,1
060014052002,1
060014052003,1
060014052004,1
060014053011,1
060014053012,1
060014053013,1
060014053021,1
060014053022,1
060014054011,1
060014054012,1
060014054013,1
060014054021,1
060014054022,1
060014055001,1
060014055002,1
060014055003,1
060014055004,1
060014056001,1
060014056002,1
060014056003,1
060014057001,1
060014057002,1
060014057003,1
060014058001,1
060014058002,1
060014058003,1
060014058004,1
060014059011,1
060014059012,1
060014059013,1
060014059021,1
060014059022,1
060014060001,1
060014060002,1
060014060003,1
060014060004,1
060014061001,1
060014061002,1
060014061003,9
060014061004,1
060014062011,1
060014062012,1
060014062013,1
060014062014,1
060014062021,1
060014062022,1
060014062023,1
060014063001,1
060014063002,1
060014063003,1
060014063004,1
060014064001,1
060014064002,1
060014065001,1
060014065002,1
060014065003,1
060014065004,1
060014066011,1
060014066012,1
060014066013,1
060014066014,1
060014066021,1
060014066022,1
060014067001,1
060014067002,1
060014067003,1
060014067004,1
060014067005,1
060014068001,1
060014068002,1
060014068003,1
060014068004,1
060014069001,1
060014069002,1
060014069003,1
060014070001,1
060014070002,1
060014070003,1
060014070004,1
060014070005,1
060014071011,1
060014071012,1
060014071021,1
060014071022,1
060014071023,1
060014071024,1
060014072001,1
060014072002,1
060014072003,1
060014072004,1
060014073001,1
060014073002,1
060014074001,1
060014074002,1
060014074003,1
060014075001,1
060014075002,1
060014075003,1
060014076001,1
060014076002,1
060014076003,1
060014076004,1
060014076005,1
060014077001,1
060014077002,1
060014077003,1
060014077004,1
060014078001,1
060014078002,1
060014079001,1
060014079002,1
060014079003,1
060014080001,1
060014080002,1
060014081001,1
060014081002,1
060014081003,1
060014081004,1
060014081005,1
060014082001,1
060014082002,1
060014082003,1
060014083001,1
060014083002,1
060014083003,1
060014083004,1
060014083005,1
060014084001,1
060014084002,1
060014084003,1
060014085001,1
060014085002,1
060014085003,1
060014085004,1
060014085005,1
060014086001,1
060014086002,1
060014086003,1
060014086004,1
060014087001,1
060014087002,1
060014087003,1
060014087004,1
060014087005,1
060014087006,1
060014088001,1
060014088002,1
060014088003,1
060014088004,1
060014089001,1
060014089002,1
060014090001,1
060014090002,9
060014090003,1
060014091001,1
060014091002,1
060014092001,9
060014092002,1
060014093001,1
060014093002,1
060014093003,1
060014093004,1
060014094001,1
060014094002,1
060014094003,1
060014095001,1
060014095002,1
060014095003,1
060014096001,1
060014096002,1
060014096003,1
060014096004,1
060014096005,1
060014097001,1
060014097002,1
060014097003,1
060014097004,1
060014098001,1
060014098002,1
060014098003,1
060014099001,1
060014099002,1
060014099003,1
060014099004,1
060014100001,1
060014100002,1
060014100003,1
060014101001,1
060014101002,1
060014102001,1
060014102002,1
060014102003,1
060014103001,1
060014103002,1
060014103003,1
060014104001,1
060014104002,1
060014104003,1
060014105001,1
060014105002,1
060014201001,9
060014201002,1
060014201003,1
060014202001,9
060014202002,9
060014202003,9
060014203011,9
060014203021,9
060014203022,9
060014204011,9
060014204012,9
060014204021,9
060014204022,9
060014205001,9
060014205002,9
060014206001,1
060014206002,1
060014206003,9
060014211001,1
060014211002,1
060014212001,1
060014212002,1
060014212003,1
060014212004,1
060014213001,1
060014213002,1
060014213003,1
060014213004,1
060014214001,1
060014214002,1
060014215001,1
060014215002,1
060014215003,1
060014216001,1
060014216002,1
060014216003,1
060014216004,1
060014217001,1
060014217002,1
060014217003,1
060014218001,1
060014218002,1
060014219001,1
060014219002,1
060014219003,9
060014219004,9
060014220001,1
060014220002,1
060014221001,1
060014221002,1
060014222001,1
060014222002,1
060014222003,1
060014223001,1
060014223002,1
060014223003,1
060014224001,1
060014224002,1
060014224003,1
060014224004,1
060014225001,1
060014225002,1
060014225003,1
060014227001,1
060014227002,1
060014227003,1
060014227004,1
060014228001,1
060014228002,1
060014228003,1
060014228004,1
060014229011,1
060014229012,1
060014229021,1
060014229022,1
060014229023,1
060014230001,1
060014230002,1
060014230003,1
060014231001,1
060014231002,1
060014231003,1
060014231004,1
060014232001,1
060014232002,1
060014233001,1
060014233002,1
060014233003,1
060014234001,1
060014234002,1
060014234003,1
060014234004,1
060014235001,1
060014235002,1
060014235003,1
060014236011,1
060014236012,1
060014236021,1
060014236022,1
060014236023,1
060014237001,1
060014237002,1
060014237003,1
060014238001,1
060014238002,1
060014238003,1
060014239011,1
060014239012,1
060014239021,1
060014239022,1
060014240011,1
060014240012,1
060014240013,1
060014240014,1
060014240021,1
060014240022,1
060014251011,1
060014251012,1
060014251021,1
060014251022,1
060014251023,1
060014251031,1
060014251032,1
060014251033,1
060014251041,1
060014251042,1
060014251043,1
060014251044,1
060014251045,1
060014261001,1
060014261002,1
060014261003,1
060014261004,1
060014261005,1
060014261006,1
060014262001,1
060014262002,1
060014262003,1
060014271001,9
060014271002,9
060014271003,9
060014272001,9
060014272002,9
060014272003,9
060014272004,9
060014272005,1
060014273001,9
060014273002,9
060014273003,9
060014273004,9
060014273005,9
060014276001,9
060014276002,9
060014276003,9
060014277001,9
060014277002,9
060014277003,9
060014277004,9
060014278001,9
060014278002,9
060014278003,9
060014278004,9
060014278005,9
060014279001,9
060014279002,9
060014279003,9
060014279004,9
060014279005,9
060014280001,9
060014280002,9
060014280003,9
060014281001,9
060014281002,9
060014281003,9
060014281004,9
060014282001,9
060014282002,9
060014282003,9
060014282004,9
060014282005,9
060014283011,9
060014283012,9
060014283013,9
060014283014,9
060014283021,9
060014283022,9
060014283023,9
060014284001,9
060014284002,9
060014284003,9
060014285001,9
060014285002,9
060014285003,9
060014286001,9
060014286002,9
060014287001,9
060014287002,9
060014287003,9
060014301011,1
060014301012,1
060014301013,1
060014301014,1
060014301021,1
060014302001,1
060014302002,1
060014302003,1
060014302004,1
060014302005,1
060014303001,1
060014303002,1
060014303003,1
060014304001,1
060014304002,1
060014305001,1
060014305002,1
060014305003,1
060014306001,1
060014306002,1
060014306003,1
060014306004,1
060014307001,1
060014307002,1
060014307003,1
060014308001,1
060014308002,1
060014308003,1
060014308004,1
060014309001,1
060014309002,1
060014309003,1
060014310001,1
060014310002,1
060014311001,1
060014311002,1
060014312001,1
060014312002,1
060014312003,1
060014321001,1
060014321002,1
060014321003,1
060014322001,1
060014322002,1
060014322003,1
060014323001,1
060014323002,1
060014323003,1
060014324001,9
060014324002,1
060014324003,9
060014325011,1
060014325012,9
060014325013,9
060014325021,9
060014325022,9
060014325023,9
060014326011,1
060014326012,9
060014326021,9
060014326022,1
060014326023,1
060014327001,1
060014327002,1
060014327003,1
060014328001,1
060014328002,9
060014328003,1
060014330001,9
060014330002,9
060014330003,9
060014330004,9
060014331021,9
060014331022,1
060014331031,9
060014331032,9
060014331041,9
060014331042,9
060014331043,9
060014332001,1
060014332002,1
060014332003,1
060014332004,1
060014333001,1
060014333002,1
060014333003,1
060014333004,1
060014333005,1
060014334001,1
060014334002,1
060014334003,1
060014334004,1
060014334005,1
060014334006,1
060014335001,1
060014335002,1
060014335003,1
060014335004,1
060014336001,1
060014336002,1
060014336003,1
060014336004,1
060014337001,1
060014337002,1
060014337003,1
060014338011,1
060014338012,9
060014338021,9
060014338022,1
060014339001,9
060014339002,1
060014339003,1
060014339004,1
060014340001,9
060014340002,9
060014340003,9
060014351021,1
060014351022,1
060014351023,1
060014351031,1
060014351032,1
060014351033,1
060014351034,1
060014351041,1
060014351042,9
060014351043,1
060014351044,1
060014352001,1
060014352002,1
060014353001,1
060014353002,1
060014353003,1
060014354001,1
060014354002,1
060014354003,1
060014355001,1
060014355002,1
060014355003,1
060014356011,1
060014356012,1
060014356013,1
060014356021,1
060014356022,1
060014356023,1
060014356024,1
060014357001,1
060014357002,1
060014357003,1
060014357004,1
060014358001,1
060014358002,1
060014358003,1
060014358004,1
060014359001,1
060014359002,1
060014359003,1
060014359004,1
060014360001,1
060014360002,1
060014360003,1
060014361001,1
060014361002,1
060014361003,1
060014362001,1
060014362002,1
060014363011,1
060014363012,1
060014363021,1
060014363022,1
060014363023,1
060014364021,1
060014364022,1
060014364031,1
060014364032,1
060014364033,1
060014364034,1
060014364041,1
060014364042,1
060014364043,1
060014365001,1
060014365002,1
060014365003,1
060014366011,1
060014366012,1
060014366013,1
060014366021,1
060014366022,1
060014366023,1
060014367001,1
060014367002,1
060014368001,1
060014368002,1
060014369001,1
060014369002,1
060014369003,1
060014369004,1
060014370001,1
060014370002,1
060014370003,1
060014371011,9
060014371012,9
060014371013,9
060014371014,1
060014371021,9
060014371022,9
060014371023,9
060014372001,1
060014372002,1
060014372003,9
060014372004,1
060014372005,1
060014373001,9
060014373002,9
060014373003,9
060014374001,9
060014374002,1
060014375001,1
060014375002,1
060014376001,1
060014376002,1
060014377011,1
060014377012,1
060014377013,1
060014377021,1
060014377022,1
060014377023,1
060014378001,1
060014378002,1
060014378003,1
060014379001,1
060014379002,1
060014380001,9
060014380002,9
060014381001,9
060014381002,9
060014381003,9
060014381004,9
060014381005,9
060014381006,9
060014382011,1
060014382012,9
060014382013,1
060014382031,9
060014382032,1
060014382041,1
060014382042,1
060014382043,9
060014383001,9
060014383002,9
060014383003,9
060014384001,9
060014384002,9
060014401001,9
060014402001,9
060014402002,9
060014402003,9
060014402004,9
060014403011,9
060014403012,9
060014403013,9
060014403014,9
060014403041,9
060014403042,9
060014403043,9
060014403051,9
060014403052,9
060014403053,9
060014403061,9
060014403062,9
060014403071,9
060014403072,9
060014403073,9
060014403081,9
060014403082,9
060014403083,9
060014403084,9
060014403311,9
060014403312,9
060014403321,9
060014403322,9
060014403331,9
060014403332,9
060014403341,9
060014403342,9
060014403361,9
060014403362,9
060014403371,9
060014403381,9
060014403382,9
060014403383,9
060014411001,10
060014411002,10
060014412001,9
060014412002,10
060014412003,9
060014412004,9
060014412005,9
060014413011,10
060014413012,9
060014413021,9
060014413022,10
060014413023,10
060014413024,10
060014414011,10
060014414012,10
060014414013,10
060014414014,10
060014414015,10
060014414021,9
060014414022,9
060014414023,9
060014415011,9
060014415012,9
060014415013,9
060014415031,10
060014415032,10
060014415033,9
060014415034,9
060014415211,9
060014415212,10
060014415213,9
060014415214,9
060014415221,9
060014415222,9
060014415223,9
060014415231,10
060014415232,10
060014415233,10
060014415241,10
060014415242,9
060014415251,10
060014415252,10
060014415253,10
060014416011,10
060014416012,10
060014416013,10
060014416021,10
060014416022,10
060014416023,10
060014417011,10
060014417012,10
060014417021,10
060014417022,10
060014418001,10
060014418002,10
060014418003,10
060014418004,10
060014419211,10
060014419212,10
060014419231,10
060014419232,10
060014419233,10
060014419234,10
060014419241,10
060014419242,10
060014419243,10
060014419244,10
060014419245,10
060014419261,10
060014419262,10
060014419271,10
060014419272,10
060014419281,10
060014419282,10
060014419291,10
060014419292,10
060014420001,10
060014420002,10
060014421001,10
060014421002,10
060014421003,10
060014422001,10
060014422002,10
060014422003,10
060014422004,10
060014423011,10
060014423012,10
060014423013,10
060014423021,10
060014423022,10
060014423023,10
060014424001,10
060014424002,10
060014424003,10
060014424004,10
060014425011,10
060014425012,10
060014425021,10
060014425022,10
060014426011,10
060014426012,10
060014426021,10
060014426022,10
060014426023,10
060014427001,10
060014427002,10
060014427003,10
060014428001,10
060014429001,10
060014429002,10
060014429003,10
060014429004,10
060014430011,10
060014430012,10
060014430021,10
060014430022,10
060014430023,10
060014431021,10
060014431022,10
060014431023,10
060014431024,10
060014431031,10
060014431032,10
060014431033,10
060014431041,10
060014431042,10
060014431043,10
060014431044,10
060014431051,10
060014431052,10
060014432001,10
060014432002,10
060014433011,10
060014433012,10
060014433013,10
060014433211,10
060014433212,10
060014433221,10
060014433222,10
060014441001,10
060014441002,10
060014441003,10
060014441004,10
060014442001,10
060014442002,9
060014442003,9
060014443011,9
060014443012,9
060014443031,9
060014443041,10
060014443042,10
060014444001,10
060014444002,10
060014444003,10
060014445001,10
060014445002,10
060014445003,10
060014445004,10
060014446011,10
060014446012,10
060014446021,10
060014446022,10
060014501011,1
060014501012,1
060014501021,1
060014501022,1
060014502001,1
060014502002,1
060014502003,1
060014503001,1
060014503002,1
060014503003,1
060014504001,1
060014504002,1
060014504003,1
060014504004,1
060014505011,1
060014505012,1
060014505021,1
060014505022,1
060014506011,1
060014506012,1
060014506013,1
060014506031,1
060014506032,1
060014506033,1
060014506034,1
060014506041,1
060014506042,1
060014506043,1
060014506044,1
060014506051,1
060014506052,1
060014506053,1
060014506061,1
060014506062,1
060014506063,1
060014506071,1
060014506072,1
060014506073,1
060014506081,1
060014506082,1
060014506083,1
060014506091,1
060014506092,1
060014506093,1
060014507011,10
060014507012,10
060014507013,1
060014507014,1
060014507015,10
060014507411,1
060014507412,1
060014507413,1
060014507421,1
060014507422,10
060014507423,1
060014507431,1
060014507432,1
060014507433,1
060014507434,1
060014507441,1
060014507442,1
060014507451,1
060014507452,1
060014507453,1
060014507461,1
060014507462,1
060014507501,1
060014507502,1
060014507511,1
060014507512,1
060014507521,1
060014507522,1
